[2017-10-05 00:06:51] A Error Code: 8, Message:Array to string conversion, In Line :32, At File:/data/web/restful/vendor/yoc/validate/DatetimeValidate.php
[2017-10-05 14:13:11] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:16:48] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:16:53] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:16:54] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:16:54] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:16:54] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:16:54] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:18:33] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:19:06] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:19:27] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:19:29] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:20:35] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:20:37] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:20:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 14:24:58] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:30:44] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:31:38] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 14:38:58] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:03:26] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:03:27] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:03:27] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:03:30] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:07:16] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:08:56] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:09:16] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:09:17] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:09:17] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:09:17] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:09:17] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:11:58] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:18:22] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:18:23] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:18:33] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:18:42] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:18:43] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:18] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:53] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:54] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:20:54] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:21:37] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:19] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:20] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:20] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:40] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:41] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:22:41] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:23:55] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:24:09] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:24:20] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:24:24] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:25:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:25:07] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:25:11] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:25:23] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:29] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:38] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:38] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:39] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:39] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:39] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:40] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:40] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:40] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:40] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:40] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:41] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:41] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:41] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:42] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:42] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:42] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:42] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:42] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:44] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:45] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:45] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:45] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:45] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:45] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:46] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:46] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:46] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:46] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:46] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:47] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:25:47] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:26:47] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:26:48] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:26:48] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:27:03] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_group_user.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:27:26] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:27:32] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:29:01] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:29:07] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_group_user.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:29:18] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:29:25] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:29:40] A Error Code: 8, Message:Trying to get property of non-object, In Line :111, At File:/data/web/restful/app/controller/FriendGroupController.php
[2017-10-05 15:30:15] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:30:23] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_group_user.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:30:32] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_group_user.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:30:43] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:30:55] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:30:55] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:30:55] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:31:09] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:31:10] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:31:16] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:31:20] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:31:20] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:31:20] A Error Code: 8, Message:Array to string conversion, In Line :34, At File:/data/web/restful/vendor/yoc/validate/LengthValidate.php
[2017-10-05 15:33:43] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:33:43] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:33:43] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:33:46] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_system_log.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:33:47] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_system_log.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:33:47] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_system_log.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:33:47] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_system_log.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:33:48] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_system_log.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:34:03] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:39:04] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:39:15] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:39:15] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:39:55] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:40:27] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:40:55] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:43:32] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:44:05] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:44:05] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:45:34] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:46:21] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:46:21] A Error Code: 2, Message:unlink(/data/web/restful/runtime/cachexl_group_message.log): No such file or directory, In Line :163, At File:/data/web/restful/vendor/yoc/cache/FileCache.php
[2017-10-05 15:47:55] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:47:55] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:48:38] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:50:46] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:50:46] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:50:46] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:50:47] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:52:21] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-05 15:53:14] A Error Code: 2, Message:Declaration of app\components\ActiveController::beforeAction($request) should be compatible with yoc\base\Controller::beforeAction(yoc\http\Request $request), In Line :140, At File:/data/web/restful/app/components/ActiveController.php
